,Institucion,Enfermedad,Year
597,Southwest University,Metabolism,2021
598,Southwest University,Mucosal immunity ,2021
599,Universidad Nacional Autónoma de México,Anophthalmia,2017
600,Universidad Nacional Autónoma de México,Congenital eye malformation,2017
601,Universidad Nacional Autónoma de México,Eye development,2017
602,Universidad Nacional Autónoma de México,Genes,2017
603,Universidad Nacional Autónoma de México,Microphthalmia ,2017
604,University of Cambridge,ankylosing spondylitis,2020
605,University of Cambridge,assessment,2020
606,University of Cambridge,depression,2020
607,University of Cambridge,depressive disorder,2020
608,University of Cambridge,epidemiology,2020
609,University of Cambridge,psoriatic arthritis,2020
610,University of Cambridge,spondyloarthritis,2020
611,University of Cambridge,treatment ,2020
612,University of Cambridge,ankylosing spondylitis,2020
613,University of Cambridge,assessment,2020
614,University of Cambridge,depression,2020
615,University of Cambridge,depressive disorder,2020
616,University of Cambridge,epidemiology,2020
617,University of Cambridge,psoriatic arthritis,2020
618,University of Cambridge,spondyloarthritis,2020
619,University of Cambridge,treatment ,2020
620,Cambridge University Hospitals NHS Foundation Trust,ankylosing spondylitis,2020
621,Cambridge University Hospitals NHS Foundation Trust,assessment,2020
622,Cambridge University Hospitals NHS Foundation Trust,depression,2020
623,Cambridge University Hospitals NHS Foundation Trust,depressive disorder,2020
624,Cambridge University Hospitals NHS Foundation Trust,epidemiology,2020
625,Cambridge University Hospitals NHS Foundation Trust,psoriatic arthritis,2020
626,Cambridge University Hospitals NHS Foundation Trust,spondyloarthritis,2020
627,Cambridge University Hospitals NHS Foundation Trust,treatment ,2020
628,University of Cambridge,ankylosing spondylitis,2020
629,University of Cambridge,assessment,2020
630,University of Cambridge,depression,2020
631,University of Cambridge,depressive disorder,2020
632,University of Cambridge,epidemiology,2020
633,University of Cambridge,psoriatic arthritis,2020
634,University of Cambridge,spondyloarthritis,2020
635,University of Cambridge,treatment ,2020
636,University of Tampere,ECG,2018
637,University of Tampere,ECG screening,2018
638,University of Tampere,Right ventricular hypertrophy ,2018
639,Design of Studies and Scientific Writing Laboratory in the ABC School of Medicine,ECG,2018
640,Design of Studies and Scientific Writing Laboratory in the ABC School of Medicine,ECG screening,2018
641,Design of Studies and Scientific Writing Laboratory in the ABC School of Medicine,Right ventricular hypertrophy ,2018
642,University of Tampere,ECG,2018
643,University of Tampere,ECG screening,2018
644,University of Tampere,Right ventricular hypertrophy ,2018
645,Coronary Center of the Hospital de Messejana Dr,ECG,2018
646,Coronary Center of the Hospital de Messejana Dr,ECG screening,2018
647,Coronary Center of the Hospital de Messejana Dr,Right ventricular hypertrophy ,2018
648,s Biopsy Center,Basal cell carcinoma,2019
649,s Biopsy Center,multiple development,2019
650,s Biopsy Center,risk factors ,2019
651,Dalian University of Technology,Bodipy,2019
652,Dalian University of Technology,intersystem crossing,2019
653,Dalian University of Technology,photocatalysis,2019
654,Dalian University of Technology,triplet photosensitizers,2019
655,Dalian University of Technology,upconversion ,2019
656,Dalian University of Technology,Bodipy,2019
657,Dalian University of Technology,intersystem crossing,2019
658,Dalian University of Technology,photocatalysis,2019
659,Dalian University of Technology,triplet photosensitizers,2019
660,Dalian University of Technology,upconversion ,2019
661,Dalian University of Technology,Bodipy,2019
662,Dalian University of Technology,intersystem crossing,2019
663,Dalian University of Technology,photocatalysis,2019
664,Dalian University of Technology,triplet photosensitizers,2019
665,Dalian University of Technology,upconversion ,2019
666,Dalian University of Technology,Bodipy,2019
667,Dalian University of Technology,intersystem crossing,2019
668,Dalian University of Technology,photocatalysis,2019
669,Dalian University of Technology,triplet photosensitizers,2019
670,Dalian University of Technology,upconversion ,2019
671,Dalian University of Technology,Bodipy,2019
672,Dalian University of Technology,intersystem crossing,2019
673,Dalian University of Technology,photocatalysis,2019
674,Dalian University of Technology,triplet photosensitizers,2019
675,Dalian University of Technology,upconversion ,2019
676,Dalian University of Technology,Bodipy,2019
677,Dalian University of Technology,intersystem crossing,2019
678,Dalian University of Technology,photocatalysis,2019
679,Dalian University of Technology,triplet photosensitizers,2019
680,Dalian University of Technology,upconversion ,2019
681,Shandong University of Science and Technology,Bodipy,2019
682,Shandong University of Science and Technology,intersystem crossing,2019
683,Shandong University of Science and Technology,photocatalysis,2019
684,Shandong University of Science and Technology,triplet photosensitizers,2019
685,Shandong University of Science and Technology,upconversion ,2019
686,The First Affiliated Hospital of Wenzhou Medical University,Acute pancreatitis,2019
687,The First Affiliated Hospital of Wenzhou Medical University,inflammation,2019
688,The First Affiliated Hospital of Wenzhou Medical University,mesenchymal stem cells,2019
689,The First Affiliated Hospital of Wenzhou Medical University,systemic inflammatory response syndrome ,2019
690,The First Affiliated Hospital of Wenzhou Medical University,Acute pancreatitis,2019
691,The First Affiliated Hospital of Wenzhou Medical University,inflammation,2019
692,The First Affiliated Hospital of Wenzhou Medical University,mesenchymal stem cells,2019
693,The First Affiliated Hospital of Wenzhou Medical University,systemic inflammatory response syndrome ,2019
694,The School of International Studies of Wenzhou Medical University,Acute pancreatitis,2019
695,The School of International Studies of Wenzhou Medical University,inflammation,2019
696,The School of International Studies of Wenzhou Medical University,mesenchymal stem cells,2019
697,The School of International Studies of Wenzhou Medical University,systemic inflammatory response syndrome ,2019
698,Bahaudin Zakariya University,Acute pancreatitis,2019
699,Bahaudin Zakariya University,inflammation,2019
700,Bahaudin Zakariya University,mesenchymal stem cells,2019
701,Bahaudin Zakariya University,systemic inflammatory response syndrome ,2019
702,The School of International Studies of Wenzhou Medical University,Acute pancreatitis,2019
703,The School of International Studies of Wenzhou Medical University,inflammation,2019
704,The School of International Studies of Wenzhou Medical University,mesenchymal stem cells,2019
705,The School of International Studies of Wenzhou Medical University,systemic inflammatory response syndrome ,2019
706,The First Affiliated Hospital of Wenzhou Medical University,Acute pancreatitis,2019
707,The First Affiliated Hospital of Wenzhou Medical University,inflammation,2019
708,The First Affiliated Hospital of Wenzhou Medical University,mesenchymal stem cells,2019
709,The First Affiliated Hospital of Wenzhou Medical University,systemic inflammatory response syndrome ,2019
710,Montefiore Medical Center and Albert Einstein College of Medicine,Centers for Disease Control and Prevention U S ,2020
711,Montefiore Medical Center and Albert Einstein College of Medicine,United States,2020
712,Montefiore Medical Center and Albert Einstein College of Medicine,bacteremia,2020
713,Montefiore Medical Center and Albert Einstein College of Medicine,catheter related infections,2020
714,Montefiore Medical Center and Albert Einstein College of Medicine,central venous catheter,2020
715,Montefiore Medical Center and Albert Einstein College of Medicine,central venous catheters,2020
716,Montefiore Medical Center and Albert Einstein College of Medicine,hemodialysis,2020
717,Montefiore Medical Center and Albert Einstein College of Medicine,hemodialysis access,2020
718,Montefiore Medical Center and Albert Einstein College of Medicine,hospitalization,2020
719,Montefiore Medical Center and Albert Einstein College of Medicine,humans,2020
720,Montefiore Medical Center and Albert Einstein College of Medicine,morbidity,2020
721,Montefiore Medical Center and Albert Einstein College of Medicine,mortality,2020
722,Montefiore Medical Center and Albert Einstein College of Medicine,nephrologists,2020
723,Montefiore Medical Center and Albert Einstein College of Medicine,nephrology,2020
724,Montefiore Medical Center and Albert Einstein College of Medicine,renal dialysis,2020
725,Montefiore Medical Center and Albert Einstein College of Medicine,sepsis,2020
726,Montefiore Medical Center and Albert Einstein College of Medicine,vascular access ,2020
727,Montefiore Medical Center and Albert Einstein College of Medicine,Centers for Disease Control and Prevention U S ,2020
728,Montefiore Medical Center and Albert Einstein College of Medicine,United States,2020
729,Montefiore Medical Center and Albert Einstein College of Medicine,bacteremia,2020
730,Montefiore Medical Center and Albert Einstein College of Medicine,catheter related infections,2020
731,Montefiore Medical Center and Albert Einstein College of Medicine,central venous catheter,2020
732,Montefiore Medical Center and Albert Einstein College of Medicine,central venous catheters,2020
733,Montefiore Medical Center and Albert Einstein College of Medicine,hemodialysis,2020
734,Montefiore Medical Center and Albert Einstein College of Medicine,hemodialysis access,2020
735,Montefiore Medical Center and Albert Einstein College of Medicine,hospitalization,2020
736,Montefiore Medical Center and Albert Einstein College of Medicine,humans,2020
737,Montefiore Medical Center and Albert Einstein College of Medicine,morbidity,2020
738,Montefiore Medical Center and Albert Einstein College of Medicine,mortality,2020
739,Montefiore Medical Center and Albert Einstein College of Medicine,nephrologists,2020
740,Montefiore Medical Center and Albert Einstein College of Medicine,nephrology,2020
741,Montefiore Medical Center and Albert Einstein College of Medicine,renal dialysis,2020
742,Montefiore Medical Center and Albert Einstein College of Medicine,sepsis,2020
743,Montefiore Medical Center and Albert Einstein College of Medicine,vascular access ,2020
744,University of Alabama at Birmingham,Centers for Disease Control and Prevention U S ,2020
745,University of Alabama at Birmingham,United States,2020
746,University of Alabama at Birmingham,bacteremia,2020
747,University of Alabama at Birmingham,catheter related infections,2020
748,University of Alabama at Birmingham,central venous catheter,2020
749,University of Alabama at Birmingham,central venous catheters,2020
750,University of Alabama at Birmingham,hemodialysis,2020
751,University of Alabama at Birmingham,hemodialysis access,2020
752,University of Alabama at Birmingham,hospitalization,2020
753,University of Alabama at Birmingham,humans,2020
754,University of Alabama at Birmingham,morbidity,2020
755,University of Alabama at Birmingham,mortality,2020
756,University of Alabama at Birmingham,nephrologists,2020
757,University of Alabama at Birmingham,nephrology,2020
